,bank_name,reviews,card_category,word_count,char_count,avg_word,stopwords,sentiment,topic,score
610,State Bank of India Credit Card,got car charger catalogue,reward,15,77,4.2,7,0,reward,0.990380168
611,State Bank of India Credit Card,accrued 2 year used catalogue,shopping,19,98,4.210526316,9,0,spending,0.933216929
612,State Bank of India Credit Card,on refill 1 surcharge waiver transaction 4000 it best,fuel,20,98,3.95,7,1,fuel,0.993425429
613,Citibank Credit Card,super superb scheme love it,reward,10,52,4.3,3,0.61,card,0.991600394
614,State Bank of India Credit Card,when paid annual fee inr 500 got exciting,reward,16,77,3.875,4,0.3,reward,0.98376143
615,State Bank of India Credit Card,refill brings lot saving since surcharge amount exempt,fuel,19,96,4.105263158,8,0,fuel,0.994467378
616,ICICI Bank Credit Card,pretty content 4 every 100 inr spent international transaction,reward,18,106,4.944444444,5,0.05,benefit,0.968456984
617,State Bank of India Credit Card,like let use accrued getting statement,reward,16,88,4.5625,6,0,credit,0.984263361
618,State Bank of India Credit Card,on incredible dining movie spending done,reward,19,100,4.315789474,6,0.9,reward,0.992416978
619,American Express Credit Card,glad spending 25000 guy gave free voucher,shopping,16,87,4.5,8,0.45,reward,0.988323033
620,HDFC Bank Credit Card,hdfc convenience use using 45 month grocery surcharge electricity bill payment also pay bill atm always bill time suggested bank agent,shopping,52,279,4.384615385,19,0,credit,0.987416565
621,State Bank of India Credit Card,it 7 month using simply save cant believe benefit cashbacks everything,cashback,28,143,4.142857143,11,0,credit,0.962447226
622,HDFC Bank Credit Card,good number grocery dining etc,shopping,14,78,4.642857143,4,0.7,card,0.982725322
623,Citibank Credit Card,my citi bank good charging higher interest rate unable redeem shop due insufficient holding citi indian oil benefit available provided limit r 75000 enhancing limit even though im using last 2 year if increase value would fine,reward,80,428,4.3625,31,0.16,credit,0.994978845
624,State Bank of India Credit Card,on first atm withdrawal within first 30 day activation received 100 inr cashback,cashback,20,106,4.35,5,0.25,reward,0.970829427
625,State Bank of India Credit Card,the 4 per 100 inr spent amazing,reward,16,84,4.3125,4,0.25,benefit,0.988185883
626,HSBC Bank Credit Card,for easy redeem airmiles saving flight booking,reward,17,91,4.411764706,8,0.43,benefit,0.980239391
627,ICICI Bank Credit Card,this let make choice 3 applicable program,reward,15,80,4.4,5,0,credit,0.988472581
628,State Bank of India Credit Card,in addition saving also getting saving utility bill,fuel,17,91,4.411764706,6,0,card,0.989451349
629,HDFC Bank Credit Card,with partner program hdfc getting 10x movie booking done,reward,19,101,4.368421053,7,0,card,0.988335252
630,ICICI Bank Credit Card,saving account icici bank hence using last 4 year the benefit emergency purpose no annual fee good they provided limit r 60000 till never converted purchase emi always payment time aware late fee charge,reward,79,392,3.974683544,35,0.16,benefit,0.993534505
631,State Bank of India Credit Card,super happy satiated associated scheme it brings many travel offer,shopping,21,117,4.619047619,8,0.54,card,0.985933065
632,State Bank of India Credit Card,getting good benefit offer elite,reward,11,65,5,3,0.7,card,0.972079098
633,State Bank of India Credit Card,with earn 5x spending done grocery,reward,11,56,4.181818182,2,0,spending,0.983452499
634,American Express Credit Card,truly admire fine benefit privilege amex,reward,12,71,5,4,0.42,card,0.959022284
635,State Bank of India Credit Card,good app excellent service using almost 3 year since 2017 life time free happy limit r 68k mostly using traveling hotel booking actually claim year this prime redeem voucher priority pas airport lounge access,shopping,83,413,4.036585366,35,0.57,credit,0.985487103
636,State Bank of India Credit Card,when crossed spending limit 3 lac got 50000 bonus,reward,17,87,4.176470588,3,0,benefit,0.974765837
637,ICICI Bank Credit Card,annual spending last calendar year worth 4 lac renewal fee waived even got amazing milestone 4500,reward,29,146,4.068965517,10,0.3,spending,0.992996395
638,State Bank of India Credit Card,this perfect people enjoy offer,fuel,11,58,4.363636364,4,0.7,card,0.993975461
639,State Bank of India Credit Card,the primary reason going others magnificent movie cashbacks offer,cashback,19,110,4.842105263,8,0.7,benefit,0.965113103
640,HSBC Bank Credit Card,hsbc bank give many offer like cashback hence selected bank no joining fee annual fee charged end got limit r 140 lakh received early applied 2 add also till statement however paid bill using purchase message,cashback,75,376,4.081081081,28,0.3,credit,0.948970139
641,HSBC Bank Credit Card,there vivid range available especially movie dining,reward,16,89,4.625,7,0.18,card,0.977510154
642,State Bank of India Credit Card,want tell last month south america family lost came rescue immediately,shopping,28,138,3.964285714,11,0,card,0.943274856
643,Citibank Credit Card,happy since low cost extremely rewarding,reward,12,67,4.666666667,5,0.43,reward,0.996826828
644,State Bank of India Credit Card,recommend anyone need saving,fuel,12,64,4.416666667,4,0,offer,0.990829885
645,State Bank of India Credit Card,this perfect fascinating offer movie travel etc,shopping,13,80,5.230769231,4,0.85,card,0.996220112
646,Standard Chartered Bank Credit Card,getting massive discount,shopping,9,55,5.222222222,3,0,card,0.986587644
647,Citibank Credit Card,this brings mega saving also good variety,reward,16,84,4.3125,6,0.7,credit,0.99379921
648,HDFC Bank Credit Card,using hdfc bank taken bank using past 10 month this chargeable useful there movie ticket offer discount using service frequently the limit satisifed there proper callback follow bank end,shopping,80,392,4.347222222,31,0.04,credit,0.996908188
649,State Bank of India Credit Card,in last annual year overall spending 100000 spending literally save lot form cashbacks discount movie offer etc,cashback,30,165,4.533333333,11,0,benefit,0.970291615
650,State Bank of India Credit Card,be online offline if rewarding,shopping,16,81,4.125,9,0.5,reward,0.990705252
651,State Bank of India Credit Card,when first cash withdrawal given cashback inr 100,cashback,19,90,3.789473684,7,0.25,benefit,0.981867254
652,HDFC Bank Credit Card,the redemption simple hassle free,reward,12,66,4.583333333,5,0.2,card,0.986377656
653,State Bank of India Credit Card,the interest cost decent good redemption perfect like it,reward,17,100,4.941176471,5,0.62,credit,0.989115536
654,State Bank of India Credit Card,this good value brought 5x spending done grocery,shopping,19,96,4.105263158,8,0.7,benefit,0.986997128
655,State Bank of India Credit Card,on every 1 hold value 1 r higher even high value card,reward,24,114,3.791666667,8,0.21,card,0.991065502
656,State Bank of India Credit Card,offered good limit annual charge sure documentation simple uploaded onine received within 5 day this simply save simply save convert cash back mostly using purpose,reward,59,311,4.288135593,25,0.24,credit,0.989951968
657,HDFC Bank Credit Card,the system rate perfect,reward,12,62,4.25,5,1,card,0.990794718
658,ICICI Bank Credit Card,availed emi facility icici 1 year ago holding actually someone asked limit lesser bank using icici online purchasing never trouble,fuel,64,325,4.09375,29,0.03,fuel,0.995687425
659,ICICI Bank Credit Card,could easily redeem shop catalogue gift,reward,13,70,4.461538462,5,0.43,benefit,0.958901048
660,State Bank of India Credit Card,saved 2 year recently redeemed getting statement,reward,19,103,4.473684211,8,0,credit,0.988208652
661,State Bank of India Credit Card,for done departmental store 10 every inr 100 spent,reward,18,97,4.444444444,4,-0.1,offer,0.979603589
662,American Express Credit Card,just great multitude benefit cannot afford miss,reward,16,86,4.4375,7,0.8,card,0.969999254
663,State Bank of India Credit Card,got bonus worth 2000 within 20 day post activation,reward,18,90,4.055555556,5,0.3,reward,0.984606624
664,State Bank of India Credit Card,using recently far faced issue used online purchasesi many cash back offer pointsthe limit 46000rupees wish bank increase limit more,shopping,57,298,4.321428571,24,0.28,credit,0.993605435
665,Citibank Credit Card,using citi past 2 month limit le 56000 faced drawback this free benefit since indian oil submitted required document agent chosen since bank service good,fuel,60,302,4.263157895,23,0.28,credit,0.996506035
666,American Express Credit Card,impressed fine variety travel offer,reward,16,85,4.375,7,0.71,card,0.986621737
667,State Bank of India Credit Card,made use refill it best,reward,13,62,3.846153846,5,1,benefit,0.960171342
668,State Bank of India Credit Card,for grocery massively cheaper since first discount value spent 5x,shopping,28,145,4.214285714,11,0.05,benefit,0.994150877
669,State Bank of India Credit Card,wanted gift mom ck perfume used shopped catalogue,reward,23,106,3.652173913,10,0,reward,0.98971951
670,Citibank Credit Card,since 4 year using citi bank life time free they given limit r 58000 using purpose getting statement email this bank provides good service rate interest high 25,reward,59,306,4.203389831,22,0.42,credit,0.974817216
671,State Bank of India Credit Card,dining one partner restaurant got good value,reward,19,90,3.789473684,8,0.7,reward,0.981395841
672,American Express Credit Card,there exciting spend based system,reward,12,67,4.666666667,4,0.3,credit,0.992415726
673,State Bank of India Credit Card,like multitude cashbacks come way,cashback,14,73,4.285714286,7,0,card,0.994363368
674,ICICI Bank Credit Card,the fine variety benefit available perfect,reward,13,77,5,5,0.61,card,0.980119288
675,State Bank of India Credit Card,gave value 10k spending worth 3 lac,reward,19,89,3.736842105,8,0.3,card,0.990127861
676,State Bank of India Credit Card,like movie offer fascinating best,shopping,17,86,4.117647059,9,0.85,offer,0.968991637
677,American Express Credit Card,like benefit discount cashbacks deal voucher,cashback,15,88,4.933333333,5,0,card,0.985379934
678,ICICI Bank Credit Card,with spending 3 lac icici fetch milestone 3000,reward,14,76,4.5,5,0,spending,0.989889145
679,State Bank of India Credit Card,infinite variety option found shop n smile catalogue redemption,reward,17,98,4.823529412,7,0.3,reward,0.894192815
680,State Bank of India Credit Card,super impressed multitude received,reward,13,75,4.846153846,6,0.67,card,0.967264354
681,American Express Credit Card,for people like living exotic lifestyle perfect pick,lifestyle,14,77,4.571428571,5,0.75,card,0.99598372
682,State Bank of India Credit Card,this fetch 5x departmental store,reward,12,73,5.166666667,3,0,credit,0.989302516
683,Standard Chartered Bank Credit Card,this comprehensive good benefit,reward,10,60,5.1,4,0.7,card,0.990869224
684,State Bank of India Credit Card,redeemed accrued gift catalogue,shopping,14,79,4.714285714,5,0,reward,0.951478004
685,American Express Credit Card,supremely impressed discount deal everyday done,reward,15,95,5.4,6,0.4,benefit,0.940703809
686,State Bank of India Credit Card,shopped using catalogue great experience,reward,11,68,5.272727273,3,0.8,benefit,0.955105841
687,HSBC Bank Credit Card,pretty content vivid variety benefit getting,reward,19,100,4.315789474,9,0.19,card,0.990572572
688,State Bank of India Credit Card,glad diverse scheme benefit offer,reward,15,76,4.133333333,7,0.5,offer,0.820942163
689,ICICI Bank Credit Card,whenever make international transaction 4 every 100 inr spent,reward,16,91,4.75,2,-0.05,benefit,0.95252955
690,American Express Credit Card,supremely impressed discount deal everyday done,shopping,15,95,5.4,6,0.4,benefit,0.940703809
691,Citibank Credit Card,super happy incredible variety offer coming way,reward,16,91,4.75,7,0.68,card,0.983656585
692,State Bank of India Credit Card,the hush puppy voucher came welcome benefit used,shopping,15,79,4.333333333,6,0.8,reward,0.999224663
693,Citibank Credit Card,applied citi bank applied online using 2 month statement getting email given low limit informed increase limit use travel lot using purpose vehicle diesel annual fee 4999 may wavier use 40k year need pay annual charge interest rate high,fuel,89,433,3.965517241,37,0.08,credit,0.990978837
694,HDFC Bank Credit Card,using hdfc bank taken online 2years the limit good airport lounge access discount getting benefit am using frequently everything good,fuel,55,289,4.7,20,0.5,credit,0.995625436
695,Citibank Credit Card,wanted book travel ticket redeemed indigo,reward,13,67,4.230769231,4,0,spending,0.98397857
696,State Bank of India Credit Card,chargeable 499 annually first activate otp reflect automatically itselfi like process case lost easier others enter otp may misused it the used several call bank often sometime irate till opportunity talk bank,reward,83,424,4.120481928,39,0.13,credit,0.99303925
697,State Bank of India Credit Card,happy payment inr 499 got worth 2000,reward,14,68,3.928571429,5,0.55,benefit,0.984800696
698,State Bank of India Credit Card,the voucher simply fab loved perfect,reward,15,79,4.333333333,6,0.57,reward,0.98882091
699,ICICI Bank Credit Card,paid 99 inr redeemed accrued ease,reward,11,56,4.181818182,3,0,card,0.920612037
700,Citibank Credit Card,saved 10000 form cashback made booking mmt,cashback,12,65,4.5,5,0,benefit,0.984588087
701,HSBC Bank Credit Card,use singapore airline air mile conversion,reward,12,73,5.166666667,4,0,offer,0.981204033
702,State Bank of India Credit Card,wa dining partner restaurant got 5x bill,reward,17,83,3.941176471,6,0,benefit,0.976241827
703,State Bank of India Credit Card,on general purchase 025 cashback,cashback,10,56,4.7,2,0.05,benefit,0.961900711
704,State Bank of India Credit Card,movie buff 5x movie spending done,reward,22,101,3.636363636,9,0,benefit,0.989458263
705,American Express Credit Card,got welcome worth 11000 amex,reward,10,53,4.4,2,0.55,benefit,0.99038589
706,HDFC Bank Credit Card,on travel booking made via cleartrip 10x,reward,14,76,4.5,3,0,benefit,0.987618506
707,HSBC Bank Credit Card,for telecom service availed 6 per 150 inr spent,reward,16,83,4.25,3,-0.1,card,0.989291191
708,American Express Credit Card,benefit even cashback deal simply best,reward,14,80,4.785714286,6,1,card,0.982668638
709,State Bank of India Credit Card,for done departmental store 10 every inr 100 spent,shopping,18,97,4.444444444,4,-0.1,offer,0.979603589
710,American Express Credit Card,impressed 1 point per inr 50 spending scheme,reward,12,62,4.25,3,1,spending,0.972663045
711,ICICI Bank Credit Card,purchased icici bank 3 4 year back based salary account given actually interested since given life time free started using it point benefit by end month pay due auto debit option,reward,65,329,4.076923077,25,0.13,credit,0.990967214
712,State Bank of India Credit Card,taken purpose using past 1monththe agent shared information process limit good chargeable need pay rs500 yearly basis easy use acceptable place there option converting emi usefulthere cash back offer good,shopping,84,418,4.407894737,35,0.32,card,0.995444298
713,State Bank of India Credit Card,like amazingly fascinating is 13 x spending,reward,17,87,4.176470588,4,0.7,card,0.989772618
714,ICICI Bank Credit Card,using icici bank platinum 5 year given good r 2l this life time free mostly use grocery filling converted big bazaar emi facility giving good service,reward,61,311,4.254237288,22,0.46,credit,0.994273663
715,Citibank Credit Card,on every 150 inr spent regular purchase 1 turbo point,reward,16,77,3.875,3,-0.05,benefit,0.988067806
716,Citibank Credit Card,last 7 month using citi bank customer service fine they offered r 30k sufficient already spoke increase limit said done six month using petrol bunk getting,reward,55,294,4.444444444,22,0.21,credit,0.993590295
717,Standard Chartered Bank Credit Card,on makemytrip cashback inr 10000,cashback,13,69,4.384615385,4,0,credit,0.992570519
718,State Bank of India Credit Card,there better scheme one applicable,reward,16,81,4.125,8,0.5,card,0.984768391
719,State Bank of India Credit Card,glad always come fascinating offer,reward,11,66,5.090909091,4,0.6,reward,0.966347158
720,HSBC Bank Credit Card,definitely great fine scheme love it,reward,12,63,4.333333333,4,0.57,card,0.990751803
721,State Bank of India Credit Card,amazing purchase made irctc,reward,14,75,4.428571429,4,0.6,benefit,0.984432101
722,HDFC Bank Credit Card,11 benefit redemption done,reward,15,71,3.8,7,0,1 benefit on the redemption of the rewards done with my card.,benefit
723,State Bank of India Credit Card,this good fab range perfect,reward,11,55,4.090909091,4,0.85,card,0.996976197
724,HDFC Bank Credit Card,though surcharge waiver same,fuel,16,78,3.9375,8,0,fuel,0.988071382
725,State Bank of India Credit Card,like scheme offer system flexible,reward,17,82,3.882352941,9,0,offer,0.946099639
726,Citibank Credit Card,citi provided annual fee chargeable 499 plus gst waiver option 30k within year the limit 60k got cash limit 15k mainly use purpose outlet indian oil near place agent told surcharge waiver chosen,fuel,74,342,3.898550725,28,0.13,fuel,0.993219376
727,State Bank of India Credit Card,the accrued help catalogue,shopping,15,79,4.333333333,7,0,benefit,0.995814323
728,HSBC Bank Credit Card,there 100 surcharge waiver applicable,fuel,12,63,4.333333333,5,0,offer,0.988450944
729,State Bank of India Credit Card,like perfect benefit brought good deal cashbacks,cashback,19,100,4.315789474,9,0.85,benefit,0.996476412
730,HSBC Bank Credit Card,for me online pretty rewarding the reason definitely brilliant,shopping,14,90,5.5,3,0.55,card,0.997819066
731,Standard Chartered Bank Credit Card,the mmt cashback 10000 payment joining fee best,cashback,14,72,4.214285714,6,1,offer,0.964670241
732,State Bank of India Credit Card,even 4 year brings perfect variety,reward,14,76,4.5,6,1,card,0.986808777
733,State Bank of India Credit Card,good value based plethora based spending,reward,11,63,4.818181818,3,0.7,card,0.984122574
734,American Express Credit Card,this american express travel card come complimentary travel accelerated benefit rewarding life,reward,17,120,6.117647059,4,0.27,reward,0.994044662
735,State Bank of India Credit Card,simply click good online lot recommended,reward,17,89,4.294117647,5,0.35,card,0.994923592
736,Citibank Credit Card,this type give welcome gift inr 250,fuel,15,66,3.466666667,6,0.8,reward,0.997058511
737,State Bank of India Credit Card,on purchase bpcl 425 valueback,fuel,10,53,4.4,2,0,fuel,0.994241893
738,State Bank of India Credit Card,the umpteen variety benefit cashbacks applicable make worth it,reward,15,94,5.333333333,4,0.3,card,0.963716149
739,Standard Chartered Bank Credit Card,there small fee inr 99 charged redemption,reward,14,70,4.071428571,6,-0.25,reward,0.94982332
740,Standard Chartered Bank Credit Card,one point equivalent 1 r with,reward,12,62,4.25,3,0,card,0.987803876
741,American Express Credit Card,impressed diversity nature made available,reward,14,82,4.928571429,7,0.7,card,0.991652727
742,State Bank of India Credit Card,getting many call unhappy kind service end though got keep calling insurance plan refused it it annual fee chargeable 500 rupee waiver option 125l within year the limit low offered 3 4 l got 52k use personal use purpose,shopping,87,399,3.864197531,31,0.1,card,0.98141706
743,HSBC Bank Credit Card,this perfect fetch 6 per 150 inr spent telecom service,reward,19,97,4.157894737,6,0.45,card,0.993132114
744,State Bank of India Credit Card,used welcome 2000 inr refill bpcl,reward,14,66,3.785714286,5,0.8,fuel,0.98847127
745,State Bank of India Credit Card,amazed could many done simply save,reward,18,90,4.055555556,6,0.25,card,0.96752876
746,State Bank of India Credit Card,super content satiated incredible offer membership,reward,14,90,5.5,6,0.62,card,0.983212888
747,Citibank Credit Card,on departmental store citi bank 2 every 150 inr spent,shopping,20,104,4.25,5,-0.1,card,0.987371325
748,Citibank Credit Card,since massive expense thought knew would perfect,fuel,17,87,4.176470588,6,0.5,fuel,0.996780574
749,American Express Credit Card,happy receiving mega spend based it great,reward,15,80,4.4,5,0.8,card,0.978397787
750,HSBC Bank Credit Card,this brings surcharge waiver 1 delighted,fuel,11,61,4.636363636,3,0.7,benefit,0.992114246
751,HDFC Bank Credit Card,using hdfc bank offered bank using past 2 month this free giving benefit 6 discount this smooth use much comfortable well really satisfied usage,fuel,63,307,3.888888889,26,0.29,credit,0.995448112
752,HDFC Bank Credit Card,on spending done flipkart 10x,reward,13,66,4.153846154,4,0,spending,0.993654311
753,State Bank of India Credit Card,just got 100 surcharge waiver result cost lot cheaper,fuel,22,100,3.590909091,11,0,fuel,0.992584705
754,State Bank of India Credit Card,happy fascinating multitude cashbacks,cashback,9,62,6,4,0.75,credit,0.891996503
755,Citibank Credit Card,chosen citi bank online availed personal use limit le 60000 this life time free mostly using business purpose there cash back offer well am carrying last 2 month,reward,61,304,4.280701754,20,0.18,credit,0.984061778
756,Citibank Credit Card,on duty free 15 cashback,cashback,13,63,3.923076923,4,0.4,card,0.988197923
757,State Bank of India Credit Card,on purchase grocery 5x elite,reward,13,68,4.307692308,4,0,reward,0.985405087
758,State Bank of India Credit Card,on 100 inr spent 2,reward,13,59,3.615384615,3,-0.1,card,0.990813434
759,State Bank of India Credit Card,on every 125 inr spend given 1 point,reward,16,72,3.5625,4,0,card,0.987677455
760,HDFC Bank Credit Card,super relieved redeemed air mile,reward,12,74,5.25,5,0.33,reward,0.976226628
761,Citibank Credit Card,on booking amount 15000 got 25 cashback mmt,cashback,13,63,3.923076923,4,0,benefit,0.980698764
762,State Bank of India Credit Card,think could gotten perfectly rewarding scheme best,reward,16,85,4.375,6,0.75,reward,0.964842498
763,State Bank of India Credit Card,the process everyday made convenient hassle free,shopping,16,92,4.8125,7,0.1,card,0.985860467
764,State Bank of India Credit Card,documentation process simple received within 1 week annual charge r 499 spend amount annual charge this bank given good limit started using purchasing system accessory payment,fuel,60,335,4.6,25,0.35,credit,0.997150064
765,Citibank Credit Card,this premium benefit also premium,reward,15,77,4.2,8,0,card,0.996203065
766,American Express Credit Card,used accrued airline ticket booking,reward,10,64,5.5,2,0,spending,0.944368362
767,State Bank of India Credit Card,superb it perfect people want saving,fuel,12,64,4.416666667,3,1,card,0.990494251
768,ICICI Bank Credit Card,holding icici past 34 year applied bank it annual fee chargeable 1k limit fine 47k still enhanced yet it coral use online purpose well there free movie ticket applicable utilized yet,shopping,65,333,4.203125,25,0.19,credit,0.964325309
769,State Bank of India Credit Card,on online saved good value 15,shopping,14,65,3.714285714,5,0.7,benefit,0.991306663
770,State Bank of India Credit Card,used making grocery purchase home got 10 every inr 100 spent,reward,21,110,4.285714286,6,-0.1,card,0.970918536
771,Citibank Credit Card,everything available online lacking point providing airport lounge access im lot benefit holding last 3 month it get waived since salary account them from waive petrol sur charge waiver,reward,65,349,4.384615385,29,0.2,reward,0.991462111
772,HSBC Bank Credit Card,on spending done telecom good,reward,13,65,4.076923077,4,0.7,reward,0.994378805
773,HSBC Bank Credit Card,pretty content offer cashbacks benefit,cashback,12,77,5.5,5,0.25,card,0.987816811
774,State Bank of India Credit Card,impressed multitude benefit brings,reward,12,75,5.333333333,6,1,card,0.988441408
775,State Bank of India Credit Card,made first cash withdrawal maybe first 30 day receipt got 100 inr cashback,cashback,26,126,3.884615385,10,0.25,card,0.980356514
776,State Bank of India Credit Card,every 1 point accrued hold value 1 inr,reward,14,65,3.714285714,4,0,card,0.989877403
777,ICICI Bank Credit Card,a redemption fee inr 99 charged me,reward,11,55,4.090909091,3,0,card,0.953383386
778,HSBC Bank Credit Card,this perfect amazing good cashback offer,reward,12,69,4.833333333,4,0.77,card,0.989328384
779,American Express Credit Card,use accrued bill,reward,13,66,4.153846154,4,0,benefit,0.993786156
780,State Bank of India Credit Card,glad granted 425 valueback refill done bpcl,fuel,14,75,4.428571429,5,0.5,fuel,0.993380249
781,American Express Credit Card,got welcome bonus membership redeemable travel voucher worth inr 4000,reward,14,92,5.642857143,1,0.55,benefit,0.989091694
782,American Express Credit Card,just asked better getting,reward,16,89,4.625,8,0.5,credit,0.98685509
783,State Bank of India Credit Card,on retail spending elite getting 2 per 100 inr spent,reward,21,100,3.80952381,6,-0.1,spending,0.986473083
784,State Bank of India Credit Card,on purchase made departmental store 5x,reward,15,82,4.533333333,5,0,benefit,0.988087237
785,State Bank of India Credit Card,this good value based amazing variety offer everyday,shopping,17,96,4.705882353,6,0.37,card,0.988634765
786,Citibank Credit Card,super satiated fine mix benefit,reward,16,83,4.25,7,0.38,card,0.984818399
787,State Bank of India Credit Card,this got exciting movie dining travel,reward,14,79,4.714285714,5,0.3,card,0.989558101
788,State Bank of India Credit Card,the smart spending fine benefit,reward,12,64,4.416666667,4,0.32,benefit,0.998365343
789,Citibank Credit Card,getting saving along saving dining eating out,fuel,13,70,4.461538462,4,0,benefit,0.996931255
790,State Bank of India Credit Card,massively happy fine saving grocery saving brought way,fuel,16,92,4.8125,6,0.61,benefit,0.991860569
791,ICICI Bank Credit Card,lot essential went ahead essential programme,shopping,16,86,4.4375,6,0,reward,0.989245236
792,State Bank of India Credit Card,having state bank india last 2 year 1 point equal r 1 holding tata star getting cashbacks offer tata showroom they provided limit r 60000 need pay annual fee r 2500 providing voucher by using purchase anything tata star bazaar fine,cashback,79,397,4.037974684,28,0.14,card,0.941765666
793,State Bank of India Credit Card,love vast array benefit offer cashbacks come way,reward,17,95,4.647058824,7,0.25,card,0.977792859
794,Citibank Credit Card,it super easy convenient redeem airline booking makemytrip,reward,18,101,4.666666667,8,0.38,benefit,0.962903261
795,Citibank Credit Card,redeemed product exclusive merchant associated indian oil,shopping,18,109,5.111111111,7,0,reward,0.98186332
796,State Bank of India Credit Card,redeemed shop n smile catalogue gift,reward,12,61,4.166666667,4,0.3,credit,0.926066697
797,State Bank of India Credit Card,redeemed used getting statement,reward,12,72,5.083333333,5,0,credit,0.992549717
798,Citibank Credit Card,this perfect there saving dining offer good cashback deal,fuel,15,86,4.8,4,0.85,card,0.994341254
799,State Bank of India Credit Card,happy charge small amount redemption,reward,12,70,4.916666667,5,0.28,benefit,0.968927681
800,State Bank of India Credit Card,with spending done retail outlet getting 2 per inr 100 spent,reward,18,93,4.222222222,4,-0.1,spending,0.99045831
801,State Bank of India Credit Card,offered annual fee chargeable 300 rupee first year second year onward 500 rupee waiver option certain usage within year got call time process smooth hence within 1520 day received the limit 50k use purchase purpose the cash limit 5k,fuel,66,344,4.227272727,19,0.22,offer,0.979363739
802,ICICI Bank Credit Card,on spending 3 lac 3000 post earn 1500 every 1 lac spent,reward,27,128,3.777777778,7,-0.1,benefit,0.962536275
803,State Bank of India Credit Card,a part membership vistara 9 every 10 inr spent,reward,17,84,4,4,-0.1,benefit,0.967380106
804,State Bank of India Credit Card,offered convenience shoppingonline payment balance recharges the good aware limit since check itthe bank send statement timethe service bank goodi satisfied,reward,57,314,4.607142857,24,0.48,credit,0.998515785
805,State Bank of India Credit Card,on spending done non retail outlet 1 rp every 100 inr spent,fuel,18,84,3.722222222,3,-0.1,spending,0.99180305
806,State Bank of India Credit Card,love easy vast array offer,reward,17,75,3.470588235,10,0.31,card,0.900388598
807,State Bank of India Credit Card,from travel movie offer everything elite,shopping,16,91,4.75,7,0,card,0.972237527
808,State Bank of India Credit Card,enjoying fascinating system benefit it incredible,reward,15,88,4.933333333,6,0.7,benefit,0.886526823
809,HDFC Bank Credit Card,the one thing genuinely liked easy redemption,reward,15,83,4.6,5,0.52,card,0.990366936
810,State Bank of India Credit Card,like much easier better made me,shopping,14,69,4,5,0.35,card,0.987431526
811,State Bank of India Credit Card,chosen in fbb style redemption purchase bigbazaar received voucher mobile via sm look time rather mail would fine hence asked resend voucher via mail 10 every r 100 spent fbb store after redeemed take 1 week receive voucher,reward,86,438,4.104651163,36,0.16,card,0.971134841
812,State Bank of India Credit Card,recommend anyone need save cost,fuel,15,75,4.066666667,6,0,fuel,0.991134286
813,State Bank of India Credit Card,purchased movie ticket got amazing cashbacks,reward,15,82,4.533333333,5,0.6,card,0.976913512
814,Citibank Credit Card,getting attractive voucher well discount coupon accrued,reward,15,90,5.066666667,5,0.8,benefit,0.987108409
815,ICICI Bank Credit Card,there reasonable fee redemption 99 inr,reward,15,74,4,7,0.2,offer,0.959589064
816,State Bank of India Credit Card,saving account agent suggest take hence process fastagent came collect document residential areathere offer got redeem limit fine expect 75k an interest rate normal used petrol bunk,reward,79,392,4.077922078,38,0.28,fuel,0.991513669
817,State Bank of India Credit Card,enjoyed club vistara membership brought back array fascinating,reward,14,89,5.428571429,5,0.4,benefit,0.939715505
818,American Express Credit Card,redeemed used charge payment,reward,13,71,4.538461538,5,0,spending,0.976970673
819,State Bank of India Credit Card,since always prefer cashback find elite perfect,reward,16,85,4.375,4,1,reward,0.989264846
820,State Bank of India Credit Card,the gift catalogue vast got handbag mom,reward,16,74,3.6875,6,0,reward,0.749159455
821,State Bank of India Credit Card,there vast variety gift gift catalogue used same,reward,21,99,3.761904762,9,0,reward,0.923247755
822,HDFC Bank Credit Card,the programme perfect,reward,9,52,4.888888889,3,1,offer,0.992293894
823,State Bank of India Credit Card,happy spending 2000 inr got 2000,reward,15,74,4,5,0.8,spending,0.992281139
824,State Bank of India Credit Card,golfing elite much beneficial rewarding,reward,13,73,4.692307692,6,0.35,benefit,0.989498973
825,Standard Chartered Bank Credit Card,really like scb ultimate brings array lifestyle benefit,lifestyle,16,91,4.75,5,0.1,credit,0.997667968
826,HDFC Bank Credit Card,hdfc provided good limit drawback option emi conversion hence raised customer service told option conversion happy service holding past 15 year it annual fee chargeable the limit 50k would suggest enhance limit am using purchased washing machine swipe 50k got 69 rupee only it freedom,reward,102,508,4.153061224,37,0.31,fuel,0.965412259
827,State Bank of India Credit Card,on spending worth 500 inr got 350,reward,11,55,4.090909091,1,0.3,spending,0.993707538
828,State Bank of India Credit Card,this excellently rewarding literally saving much everyday,reward,16,97,5.125,5,0.15,reward,0.995437205
829,State Bank of India Credit Card,every 4 point amount 1 inr amazing use statement,reward,19,99,4.263157895,7,0.6,credit,0.983604133
830,State Bank of India Credit Card,about 45 year ago taken state bank india in regard offer bought simply save there annual fee in customer care response okay contact customer start english language converse hindi language better conversion,shopping,74,401,4.432432432,33,0.25,credit,0.984495461
831,State Bank of India Credit Card,used statement reduced outstanding bill,reward,18,96,4.388888889,7,0.5,credit,0.995122194
832,State Bank of India Credit Card,glad every 100 inr spent grocery earn 5x,shopping,20,97,3.9,7,0.2,benefit,0.98359102
