ttext,date,isretweet,retweetcount,favoritecount,score,product,region,country,duplicate
"@SBICard_Connect Hi Guys! I recently lost my SBI Credit Card and hence, I was issued a new card. Meanwhile, there i  ",26-01-2022 16:09,FALSE,0,1,-1,SBI,Delhi,India,FALSE
@AxisBankSupport very poor service applied for flipkart axis bank credit card vkyc done with good cibil have 4 bank  ,26-01-2022 16:15,FALSE,0,0,0,Axis,Delhi,India,FALSE
@CNBCTV18Live @HDFC_Bank @_ritusingh @kothariabhishek @latha_venkatesh very poor in operations. knows how to harass  ,26-01-2022 17:23,FALSE,0,0,-2,hdfc,Kolkata,India,FALSE
@datta_arvind I had a credit card with sbi and had to close it down. Worst customer service and really regret takin  ,26-01-2022 17:36,FALSE,0,0,-2,SBI,Bangalore,India,FALSE
"@SBICard_Connect @syedjameel46 @TheOfficialSBI SBI  credit card agent are thief, corrupt and very burst work done w  ",26-01-2022 18:02,FALSE,0,0,0,SBI,Delhi,India,FALSE
@PhonePe_ please resolve my issue phonepe i done payment of 3254 on 25 jan  ,27-01-2022 02:02,FALSE,0,0,-1,SBI,Delhi,India,FALSE
"@amazonIN Hello, I am facing issues in applying for ICICI Amazon pay credit card. M you the details. Could you please help?",27-01-2022 02:42,FALSE,0,0,-1,icici,Bangalore,India,FALSE
@AbhayPrajapatii @HDFCBank_Cares @hdfcsec @HDFC_Bank No1 in harassment. do not expect nothing more credit card sell  ,27-01-2022 02:51,FALSE,0,0,-1,hdfc,Kolkata,India,FALSE
"HDFC regalia credit card holders. Its very important to verify amount debited to your credit card bill, in my case  ",27-01-2022 03:54,FALSE,0,0,1,hdfc,Mumbai,India,FALSE
I was receiving calls from @HDFC_Bank for credit card offer. I rejected. Now I am receiving mails about payment ove  ,27-01-2022 04:33,FALSE,0,0,-1,hdfc,Mumbai,India,FALSE
@ICICIBank @ICICIBank_Care What does prepaid card means? I presume debit card!! Why on earth when I entered debit c  ,27-01-2022 04:39,FALSE,0,0,0,icici,Bangalore,India,FALSE
@SBICard_Connect pls take action against 9339093514 claiming to be sbi credit card representative,27-01-2022 04:57,FALSE,0,0,0,SBI,Delhi,India,FALSE
@SBICard_Connect Pls take action against 9339093514 claiming to be sbi credit card representative,27-01-2022 04:59,FALSE,0,0,0,SBI,Delhi,India,FALSE
@AxisBankSupport Thank you for applying Axis Bank Credit Card. Your Application C1-00000018765400-C1 is being revie  ,27-01-2022 05:01,FALSE,0,0,1,Axis,Delhi,India,FALSE
"@Manojloya07  Hi, thank you for writing in to us. Please log onto iMobile app or your internet banking account to r  ",27-01-2022 05:22,FALSE,0,0,1,icici,Mumbai,India,FALSE
"@ICICIBank_Care  Can You Help Me Regarding my Amazon Pay ICICI Credit card Application Process I @ICICIBank 
On @amazonIN  Application",27-01-2022 05:44,FALSE,0,0,0,icici,Kolkata,India,FALSE
"@ICICIBank_Care I keep on getting this message regularly..
'Transaction of USD .00 on your ICICI Bank Credit Card X  ",27-01-2022 05:58,FALSE,0,0,0,icici,Delhi,India,FALSE
"Hello @HDFC_Bank  i am customer of yours, i have a ascent and a savings account, i do about 5 to 6 lacs of transact  ",27-01-2022 05:59,FALSE,0,0,1,hdfc,Mumbai,India,FALSE
@AxisBank @AxisBankSupport @CIBIL_Official I have settled my axis credit card long back but my cibil isn't updated  ,27-01-2022 06:08,FALSE,0,1,0,Axis,Mumbai,India,FALSE
Hi.! @ICICIBank @ICICIBank_Care  I have applied icici bank amazon pay credit card few months ago. But I cant comple  ,27-01-2022 06:30,FALSE,0,0,0,icici,Kolkata,India,FALSE
@SBICard_Connect @SBI_FOUNDATION @TheOfficialSBI @sbi Hi @SBI_FOUNDATION @SBICard_Connect  any update when will I g  ,27-01-2022 07:12,FALSE,0,0,0,SBI,Delhi,India,FALSE
"@TheOfficialSBI they called me for my request of glowing credit card, and take me on hold, no voice no response...  ",27-01-2022 07:24,FALSE,0,0,1,SBI,Delhi,India,FALSE
A Deeper Look at SBI Card IPO and the Credit Card Business stocks IPO research  ,27-01-2022 07:32,FALSE,0,1,0,SBI,Bangalore,India,FALSE
@HDFCBank_Cares It seems that everyone in HDFC has decided to either give me a loan or sell a credit card. Torturou  ,27-01-2022 07:38,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
"@HDFC_Bank Hi, how many days does it take to receive the redeemed cc points in cash in the credit card? I did it on  ",27-01-2022 07:39,FALSE,0,0,0,hdfc,Delhi,India,FALSE
@HDFC_Bank requesting your support to stop calling my number for PL and credit card and investment plans. If anythi  ,27-01-2022 07:46,FALSE,0,0,1,hdfc,Bangalore,India,FALSE
"OLAMoney Credit Card by SBI Bank 2022: Features, Benefits and Apply  ",27-01-2022 08:44,FALSE,0,0,1,SBI,Kolkata,India,FALSE
@AxisBankSupport   Sir I have took axis bank credit card before one week. I have tried many times to axis bank supp  ,27-01-2022 08:48,FALSE,0,0,0,Axis,Delhi,India,FALSE
"@HDFC_Bank Hi, Recently I got message from hdfc you have to pay 600rs for credit card. But I am not using credit ca  ",27-01-2022 09:58,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
"@SBICard_Connect 
@TheOfficialSBI 
@SBI_FOUNDATION 
I am trying to connect SBI credit card but call center not conn  ",27-01-2022 10:11,FALSE,0,0,0,SBI,Delhi,India,FALSE
"@CRED_club @Mr_Kinematics Hi, 
Yesterday 20000 Rs tranction done by hdfc credit card through icici saving a/c, paym  ",27-01-2022 10:21,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
"@CRED_club @Mr_Kinematics Hi, 
Yesterday 20000 Rs tranction done by hdfc credit card through icici saving a/c, paym  ",27-01-2022 10:21,FALSE,0,0,0,icici,Mumbai,India,FALSE
@HDFCBank_Cares @HDFC_Bank I am account holder of the bank from last 15 years and recently opened joint account. On  ,27-01-2022 10:25,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"@HDFC_Bank Firstly PreApproved Credit Card Then After Applying..Recieved A Mail Saying ""Your Application Has Declin  ",27-01-2022 10:34,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
"@HDFC_Bank @HDFCCreditCard @HDFCBank_Cares 
Applied for an credit card from HDFC bank on 13th, and 17-01-2022 recei  ",27-01-2022 10:46,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
@TWEET2KHAN @SBICard_Connect The same has happened to me for a purchase I made on 3rd October. SBI credit card depa  ,27-01-2022 10:52,FALSE,0,0,0,SBI,Kolkata,India,FALSE
"@AxisBankSupport Problem not solved from 1 year

 Request Number 71639771 old 66499599 Response to your interacti  ",27-01-2022 10:53,FALSE,0,0,-1,Axis,Mumbai,India,FALSE
@AxisBankSupport Request Number 71639771 old 66499599 Response to your interaction regarding Axis Bank Privilege Cr  ,27-01-2022 10:53,FALSE,0,0,1,Axis,Mumbai,India,FALSE
"@AxisBankSupport Problem not solved from 1 year

 Request Number 71639771 old 66499599 Response to your interacti  ",27-01-2022 10:53,FALSE,0,0,-1,Axis,Mumbai,India,TRUE
@HDFC_Bank @HDFCBank_Cares I had submitted request for my credit card closure 2 months ago. Email subject line RE:'  ,27-01-2022 11:01,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
@SBICard_Connect I believe it's a private company named Randstad that is responsible for credit card department of  ,27-01-2022 11:02,FALSE,0,0,0,SBI,Kolkata,India,FALSE
"@HDFC_Bank @HDFCBank__Cares 

Please stop Using HDFC, I submitted my documents in the branch for Credit CARD and no  ",27-01-2022 11:27,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"@SBICard_Connect After clearing all dues and stopped using the SBI Credit Card, still SBI screw my CIBIL completely  ",27-01-2022 12:25,FALSE,0,0,0,SBI,Delhi,India,FALSE
"@RBI @ICICIBank_Care 
Respected ICICI, 
I am a credit card customer. As per RBI guidelines bank department doesn't  ",27-01-2022 12:56,FALSE,0,0,0,icici,Delhi,India,FALSE
@hvpandya I recieve 5 ivr calls everyday from HDFC to buy their credit card. Their customer care does not care abou  ,27-01-2022 13:30,FALSE,0,1,0,hdfc,Delhi,India,FALSE
Even my credit card fraud amt issue is pending and hdfc is asking me to pay instead of catching frauder and hackers.  ,27-01-2022 13:49,FALSE,0,0,-2,hdfc,Mumbai,India,FALSE
@CRED_club I can't link my hdfc credit card to cred account. This card is said to be linked to another account. Ear  ,27-01-2022 13:57,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
"@Pbz1201E If your need is advance cash, then go the cashback credit card route. You'll earn cashbacks on every tran  ",27-01-2022 14:29,FALSE,0,0,2,Axis,Mumbai,India,FALSE
"@Pbz1201E If your need is advance cash, then go the cashback credit card route. You'll earn cashbacks on every tran  ",27-01-2022 14:29,FALSE,0,0,2,icici,Mumbai,India,FALSE
OLA Money SBI Credit Card Review  ,27-01-2022 14:33,FALSE,0,0,0,SBI,Delhi,India,FALSE
OLA Money SBI Credit Card Review  ,27-01-2022 14:33,FALSE,0,0,0,SBI,Delhi,India,TRUE
I have a Homeloan/credit card and a personal loan from ICICI and with my past records never missed any payments!Due  ,27-01-2022 15:48,FALSE,0,0,-1,icici,Bangalore,India,FALSE
@AxisBankSupport I DIDN'T GOT MY FLIPKART AXIS BANK CREDIT CARD WELCOME BENIFIT PLEASE HELP ME SIR  ,27-01-2022 15:54,FALSE,0,0,1,Axis,Bangalore,India,FALSE
I am trying to apply for pre-approved HDFC Bank Credit Card from last 10days but it showing the same error when I e  ,27-01-2022 16:37,FALSE,0,0,-1,hdfc,Delhi,India,FALSE
@GooglePayIndia how to validate my ICICI bank credit card to add to my account plz help,27-01-2022 16:51,FALSE,0,0,0,icici,Mumbai,India,FALSE
"@ICICIBank_Care 
Dear Customer, Kerry Indev Express was unable to deliver your ICICI Bank CREDIT CARD , AWB: 133077  ",27-01-2022 17:26,FALSE,0,1,-1,icici,Kolkata,India,FALSE
@HDFC_Bank @HDFCBank_Cares I have applied &amp; received hdfc credit card as per the offer of 1500rs amazon gv on activ  ,27-01-2022 17:29,FALSE,0,0,0,hdfc,Kolkata,India,FALSE
@HDFCBank_Cares Thanks and Regards  HDFC BANK credit card Team,27-01-2022 18:07,FALSE,0,0,0,hdfc,Delhi,India,FALSE
@amazonIN it has 4 days I reported the issue and still it is not resolved. Try buying Oneplus 9RT with EMI option o  ,27-01-2022 20:40,FALSE,0,0,-1,Axis,Kolkata,India,FALSE
"@SBICard_Connect @TheOfficialSBI @RBI 
For the last 15 days, my contact number is getting calls from all these numb  ",28-01-2022 03:40,FALSE,0,0,-1,SBI,Delhi,India,FALSE
@cromaretail Is the 6000 cashback on the iPhone 13 only valid for EMI transactions on the SBI/Kotak credit card?,28-01-2022 03:59,FALSE,0,0,1,SBI,Delhi,India,FALSE
@AxisBankSupport I'm doing txn. From my axis Bank credit card it's showing your mobile no. Is not updated. Please help.,28-01-2022 04:02,FALSE,0,0,0,Axis,Delhi,India,FALSE
@AxisBankSupport very disappointed with the pathetic state of support from Axis. I've been struggling to log in to  ,28-01-2022 04:54,FALSE,0,0,-2,Axis,Bangalore,India,FALSE
@ShieldVoC I booked an order on 26-12-21 and cancelled it after the order was booked.The ORDER ID - 404-2707325-437  ,28-01-2022 05:05,FALSE,0,0,0,icici,Delhi,India,FALSE
@Paytm on 3rd December I paid Rs.926/- by my ICICI BANK Credit card on Paytm gateway. The amount was debited twice  ,28-01-2022 05:26,FALSE,0,0,0,icici,Bangalore,India,FALSE
@HDFC_Bank @HDFCBank_Cares I have not yet received my credit card statement for this month. Don't want to end up in  ,28-01-2022 05:48,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
@SBICard_Connect I have paid my first Annual maintenance charges of Rs499+GST on my SBI simply click credit card up  ,28-01-2022 06:17,FALSE,0,0,0,SBI,Kolkata,India,FALSE
Since my credit card have been linked by ICICI system to a dormant account i am not even able to contact customer c  ,28-01-2022 06:31,FALSE,0,0,0,icici,Bangalore,India,FALSE
"@RBI @ICICIBank_Care 
I have applied for amazonpay icici credit card with current contact details.but ICICI bank li  ",28-01-2022 06:31,FALSE,0,0,0,icici,Bangalore,India,FALSE
"Loot
Insurance Premium Payments Offer Flat Rs.500 Cashback Using SBI Credit Card

 ",28-01-2022 06:33,FALSE,0,0,1,SBI,Mumbai,India,FALSE
"@Paytmcare @Paytm @SBICard_Connect @AxisBank dear all,please check attachment and do fast  ",28-01-2022 08:00,TRUE,1,0,1,Axis,Mumbai,India,FALSE
"@Paytmcare @Paytm @SBICard_Connect @AxisBank dear all,please check attachment and do fast  ",28-01-2022 08:00,TRUE,1,0,1,SBI,Mumbai,India,FALSE
@amazonpay @amazonIN @AmazonHelp @ICICIBank_Care @ICICIBank  What's the point of advertising Amazon pay ICICI credi  ,28-01-2022 09:11,TRUE,2,0,0,icici,Delhi,India,FALSE
@amazonpay @amazonIN @AmazonHelp @ICICIBank_Care @ICICIBank  What's the point of advertising Amazon pay ICICI credi  ,28-01-2022 09:11,TRUE,3,0,0,icici,Delhi,India,FALSE
"@SBICard_Connect 
Hi team, will anybody help me to close my sbi credit card account.
I m sick calling your helpline  ",28-01-2022 09:26,FALSE,0,0,-1,SBI,Mumbai,India,FALSE
Thanks Manoj ICICI bank Versova branch. Thanks for the help in setting up credit card which I have been struggling  ,28-01-2022 09:56,FALSE,0,0,-1,icici,Mumbai,India,FALSE
"@HDFCBank_Cares 
I apply for a credit card 4 months ago I received that card from HDFC in October 2021 and used it  ",28-01-2022 10:03,FALSE,0,1,0,hdfc,Kolkata,India,FALSE
"@BlueDartCares @ICICIBank @AmarUjalaNews @PMOIndia Hi team I got the message but not recieved my credit card
Dispat  ",28-01-2022 10:16,FALSE,0,0,0,icici,Delhi,India,FALSE
"@TheOfficialSBI @SBICard_Connect Yes, it is related to credit card and same has been informed to them but no reply  ",28-01-2022 10:25,FALSE,0,0,0,SBI,Delhi,India,FALSE
"@TheOfficialSBI @SBICard_Connect Yes, it is related to credit card and same has been informed to them but no reply  ",28-01-2022 10:25,TRUE,1,0,0,SBI,Delhi,India,FALSE
"If you have forgotten your SBI credit card PIN, there is nothing to worry about as you can change it online by vis  ",28-01-2022 10:35,TRUE,2,8,-1,SBI,Delhi,India,FALSE
@HDFCBank_Cares i hv a bank account with @HDFC_Bank for long time with good transection i wanted know that do i hv  ,28-01-2022 10:54,FALSE,0,0,1,hdfc,Delhi,India,FALSE
"Flat Rs 500 Cashback on Insurance Premium Payments using SBI Credit Card 

 ",28-01-2022 10:54,FALSE,0,2,1,SBI,Mumbai,India,FALSE
@HDFC_Bank Paid 3k to credit card ending 7264 Plz confirm  ,28-01-2022 11:42,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"@AxisBankSupport Problem not solved from 1 year

 Request Number 71639771 old 66499599 Response to your interacti  ",28-01-2022 12:26,FALSE,0,0,-1,Axis,Mumbai,India,FALSE
"@AxisBankSupport Problem not solved from 1 year

 Request Number 71639771 old 66499599 Response to your interacti  ",28-01-2022 12:26,FALSE,0,1,-1,Axis,Mumbai,India,FALSE
"@HDFC_Bank HDFC policy SUCKS. Salary A/C customer, applies for a credit Card, Declined, the reason given; office ad  ",28-01-2022 12:27,FALSE,0,0,-1,hdfc,Delhi,India,FALSE
@HDFC_Bank I have an issue with the credit card issued to me. I reported the issue but no one called from the bank  ,28-01-2022 12:35,FALSE,0,0,-2,hdfc,Delhi,India,FALSE
@HDFCBank_Cares Hi am unemployed and unable to pay the due amount for my credit card currently kindly suggest a way  ,28-01-2022 13:12,FALSE,0,0,-1,hdfc,Mumbai,India,FALSE
"22A24443206860W1
credit card application rejected due to my credit score But before submitted al details I told my  ",28-01-2022 13:29,FALSE,0,0,-1,hdfc,Mumbai,India,FALSE
"@SBICard_Connect what rubbish is this? I dont have any SBI credit card for 3,4 years now. What fraud bill have you  ",28-01-2022 14:18,FALSE,0,0,-2,SBI,Delhi,India,FALSE
"@ICICIBank_Care @ICICIBank Can you please share the sanity of below message which i have just received .
Dear Custo  ",28-01-2022 14:30,FALSE,0,0,0,icici,Kolkata,India,FALSE
@beeryaniboi @kunksed Can't even update HDFC Credit Card in real-time.,28-01-2022 15:12,FALSE,0,1,0,hdfc,Delhi,India,FALSE
"@HDFC_Bank You guys directly decline a credit card application stating ""surrogate Salary Slip"" &amp; ""low income"", but  ",28-01-2022 15:25,FALSE,0,0,-1,hdfc,Mumbai,India,FALSE
Thanks for cheating innocent people of hard earned money axis bank credit card and staff,28-01-2022 16:48,FALSE,0,0,-2,Axis,Mumbai,India,FALSE
"@AxisBank 
Dear Axis Bank I am Kamal Kant Biswal  your credit card holder since 2019 .The issue is I made payment r  ",28-01-2022 16:51,FALSE,0,0,-1,Axis,Bangalore,India,FALSE
Get well soon axis bank credit card department waiting for cheating us new clients of selling free card and chargin  ,28-01-2022 16:52,FALSE,0,0,1,Axis,Mumbai,India,FALSE
@GooglePayIndia I AM ADDING MY AXIS BANK ACE CREDIT CARD ON GOOGLE PAY VERIFICATION PROCESS TOO HARD. PLEASE MAKE V  ,28-01-2022 17:49,FALSE,0,0,-1,Axis,Delhi,India,FALSE
"@HDFC_Bank UPDATE: Your money transfer of INR 23,500.00 on 29-01-22 timed out due to technical reason. (IMPS Ref No  ",28-01-2022 19:28,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
@AxisBankSupport @GooglePayIndia @AxisBankSupport trying to add my card in gpay but it says call to verify when I c  ,29-01-2022 01:08,FALSE,0,0,0,Axis,Delhi,India,FALSE
"If you have forgotten your SBI credit card PIN, you can change it online by visiting the official website or via m  ",29-01-2022 01:30,TRUE,1,1,0,SBI,Delhi,India,FALSE
"If you have forgotten your SBI credit card PIN, you can change it online by visiting the official website or via m  ",29-01-2022 01:30,TRUE,1,2,0,SBI,Delhi,India,TRUE
"@AxisBankSupport @AxisBank 
I applied Flipkart Axis Bank Credit Card On 20th January, Successfully completed KYC on  ",29-01-2022 03:06,FALSE,0,0,1,Axis,Delhi,India,FALSE
@amazonIN why can't you reissue the Amazon ICICI credit cards after closure of card? Never heard of this happening  ,29-01-2022 03:50,FALSE,0,0,0,icici,Mumbai,India,FALSE
@AxisBankSupport am not able to add my axis Bank Ace credit card to Google pay. It says to call bank to verify. Whe  ,29-01-2022 04:10,FALSE,0,0,0,Axis,Bangalore,India,FALSE
"@HDFC_Bank Dear HDFC Care.. I have an credit card, and I need to pay it. I was met in accident nd I was in bed for  ",29-01-2022 04:25,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
"@HDFCBank_Cares Dear HDFC Care.. I have an credit card, and I need to pay it. I was met in accident nd I was in bed  ",29-01-2022 04:27,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
"@AxisBankSupport @AxisBank 
The Pathetic Service from the Support team of Axis Bank.
Unable to activate the pin of  ",29-01-2022 04:36,FALSE,0,1,0,Axis,Delhi,India,FALSE
@ICICIBank_Care I have made payment of credit card bill  today from SBI net banking but the payment is not reflecti  ,29-01-2022 04:43,FALSE,0,0,0,icici,Mumbai,India,FALSE
@ICICIBank_Care I have made payment of credit card bill  today from SBI net banking but the payment is not reflecti  ,29-01-2022 04:43,FALSE,0,0,0,SBI,Mumbai,India,FALSE
@SBI_LoanTrap @TheOfficialSBI @TheOfficialSBI sbi chairman himself runsaway. Ebven fraud in bank servers .they bloc  ,29-01-2022 04:47,FALSE,0,0,-1,SBI,Delhi,India,FALSE
"@AdityaD_Shah Not as aggressive as ICICI growing personal loans and credit card at 22% and 32% YoY growth.

Did som  ",29-01-2022 04:57,FALSE,0,0,-1,icici,Delhi,India,FALSE
@RBI @AxisBank @TheOfficialSBI I owned a credit card of axis bankI knw  my paymnt is bit delay..but the way the  ,29-01-2022 05:15,FALSE,0,0,0,Axis,Delhi,India,FALSE
"@flipkartsupport @AxisBankSupport @AxisBank 

Facing issue while doing video kyc for fk axis credit card.  ",29-01-2022 05:24,FALSE,0,0,-1,Axis,Mumbai,India,FALSE
@AxisBankSupport This is not a reply 18004190013 this number belongs to axis Bank and this number ivr telling me wr  ,29-01-2022 05:39,FALSE,0,0,0,Axis,Delhi,India,FALSE
"@HDFC_Bank @HDFCBank_Cares 
I have redeemed few points on my regalia credit card but i have been waiting for more t  ",29-01-2022 06:07,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"@UIDAI @PMOIndia @AxisBank @AxisBankSupport 

Hi Team,
eAadhaar is invalid document?It's not acceptable in bank?If  ",29-01-2022 06:36,FALSE,0,0,-1,Axis,Mumbai,India,FALSE
Credit Card Options For Best Shopping Cashback Reward Points ICICI Bank Amazon Pay Sbi Axis Bank CreditCard  ,29-01-2022 07:15,FALSE,0,0,3,Axis,Delhi,India,FALSE
Credit Card Options For Best Shopping Cashback Reward Points ICICI Bank Amazon Pay Sbi Axis Bank CreditCard  ,29-01-2022 07:15,FALSE,0,0,3,icici,Delhi,India,FALSE
Credit Card Options For Best Shopping Cashback Reward Points ICICI Bank Amazon Pay Sbi Axis Bank CreditCard  ,29-01-2022 07:15,FALSE,0,0,3,SBI,Delhi,India,FALSE
"Dear @AxisBank @AxisBankSupport trying to reach over toll free number but ,not able to connect.
Tried several times  ",29-01-2022 07:21,FALSE,0,0,0,Axis,Delhi,India,FALSE
Anyone using @Mail_Gun here for your emailing? We have been struggling with Mailgun payments since Oct 31st. We can  ,29-01-2022 07:25,TRUE,1,0,-1,hdfc,Bangalore,India,FALSE
Anyone using @Mail_Gun here for your emailing? We have been struggling with Mailgun payments since Oct 31st. We can  ,29-01-2022 07:25,TRUE,3,0,-1,hdfc,Bangalore,India,FALSE
@AxisBankSupport I got a call from 9871724583 from axis credit card and he abused me a lot.Kindly look into it ASAP.,29-01-2022 07:57,TRUE,1,1,-1,Axis,Delhi,India,FALSE
@AxisBank @AxisBankSupport dear axis bank I want to unblock my credit card last 2 days m trying to connect wid cost  ,29-01-2022 08:02,FALSE,0,0,0,Axis,Mumbai,India,FALSE
"How to Apply for a Free Add-On Card for Axis?
Many users asked us this question over email. Here are the steps as p  ",29-01-2022 08:08,FALSE,0,0,1,Axis,Mumbai,India,FALSE
"@AxisBank @nsitharamanoffce @AxisBankSupport
 I got a call from 9871724583 from axis credit card and he abused me.  ",29-01-2022 08:34,FALSE,0,0,-1,Axis,Delhi,India,FALSE
@nsitharamanoffc @AxisBank @AxisBankSupport  I got a call from 9871724583 from axis credit card and he abused me. H  ,29-01-2022 08:37,FALSE,0,0,-1,Axis,Delhi,India,FALSE
Hi @ICICIBank_Care my amazon pay icici credit card has been blocked. Neither I'm unable to retrieve the complete ca  ,29-01-2022 08:50,FALSE,0,0,-1,icici,Kolkata,India,FALSE
Hi @ICICIBank_Care my amazon pay icici credit card has been blocked. Neither I'm unable to retrieve the complete ca  ,29-01-2022 08:50,FALSE,0,1,-1,icici,Kolkata,India,FALSE
Super bad false charges on credit card beware don't bank with axis bank any department all fake people beware beware beware,29-01-2022 08:56,FALSE,0,0,-6,Axis,Mumbai,India,FALSE
@HDFC_Bank My name is Ashish Patwa son of Om Prakash Patwa my father have one HDFC bank credit card card numder (48  ,29-01-2022 09:17,FALSE,0,0,0,hdfc,Kolkata,India,FALSE
"9). SBI Card: Only Listed Player in Credit Card Industry

 ",29-01-2022 10:16,TRUE,1,2,0,SBI,Mumbai,India,FALSE
"9). SBI Card: Only Listed Player in Credit Card Industry

 ",29-01-2022 10:16,TRUE,1,3,0,SBI,Mumbai,India,FALSE
"@HDFCBank_Cares @HDFC_Bank 

I am using corporate credit card of HDFC in which rewards points are being collected i  ",29-01-2022 10:29,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
"@HDFCBank_Cares @HDFC_Bank 

I am using corporate credit card of HDFC in which rewards points are being collected i  ",29-01-2022 10:29,FALSE,0,0,0,hdfc,Mumbai,India,TRUE
Money has been deducted from my credit card.I'm not even generated my credit card pin and still money deducted.I'm  ,29-01-2022 11:56,FALSE,0,1,0,icici,Mumbai,India,FALSE
Kisan Credit Card Through SBI You Can Apply For Kisan Credit Card Know Its Detail AndBenefits  ,29-01-2022 12:22,FALSE,0,0,0,SBI,Delhi,India,FALSE
"@ICICIBank_Care @ICICIBank 
Hv bn loyal customer of ICICI for last 8 years, have always paid all premium &amp; Credit c  ",29-01-2022 12:42,FALSE,0,0,1,icici,Mumbai,India,FALSE
@ICICIBank @ICICIBank_Care I applied for lifestyle credit card with 0 joining fee but ICICI sent me travel card wit  ,29-01-2022 13:10,FALSE,0,0,0,icici,Delhi,India,FALSE
@SBICard_Connect very bad sarvice is sbi credit Card ,29-01-2022 14:46,FALSE,0,0,-1,SBI,Delhi,India,FALSE
"@IDFCFIRST_Help Why u guys keep on telling lies  ur call centre executives, closing grievance without resolution,  ",29-01-2022 15:01,FALSE,0,0,-2,hdfc,Delhi,India,FALSE
@HDFC_Bank  Credit card payment transaction completed on 21.01.2021 and amount also debited from my account but sti  ,29-01-2022 15:10,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
"@ICICIBank_Care I have an icici bank credit card issued from amazon, i wanted to change my mobile number on it from  ",29-01-2022 15:12,FALSE,0,0,0,icici,Mumbai,India,FALSE
"@HDFCBank_Cares @HDFC_Bank 
I have applied a credit card where the promotional offer says that if we can apply onli  ",29-01-2022 15:46,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"@SBICard_Connect My sbi credit card is blocked since last 10 days , mail call all done but nothing happened",29-01-2022 16:08,FALSE,0,0,0,SBI,Delhi,India,FALSE
@SBICard_Connect @TheOfficialSBI  Hii sbi team. Your credit card department spoiling my cibil. Without my permissio  ,29-01-2022 16:16,FALSE,0,0,0,SBI,Delhi,India,FALSE
@SBICard_Connect @JioMart @JioMart_Support I did a transaction on jio mart on 22 jan for 1117 rs. I applied the off  ,29-01-2022 16:21,FALSE,0,0,0,SBI,Delhi,India,FALSE
@AxisBank @AxisBankSupport Sir mene ek new credit card banwaya freecharge axis bank credit card card received ho ch  ,29-01-2022 16:26,FALSE,0,0,0,Axis,Delhi,India,FALSE
"Dear @Flipkart @flipkartsupport , Earlier I have applied for Flipkart Axis Credit Card through Flipkart app and tha  ",29-01-2022 16:51,FALSE,0,0,0,Axis,Bangalore,India,FALSE
"@HDFCBank_Cares Kamal Gupta 

HDFC Bank Account  linked mobile 9871697096

HDFC Credit Card linked mobile 981108179  ",29-01-2022 17:47,FALSE,0,0,0,hdfc,Delhi,India,FALSE
@ChargePlate_in I have been struggling with activation of my vistara CVID on infinite card since 15 days. Both  ,29-01-2022 18:07,FALSE,0,0,-1,Axis,Mumbai,India,FALSE
"How to get LTF flipkart axis Bank credit card ? Pls help with this.

@flipkartsupport @Flipkart @AxisBank @AxisBankSupport",29-01-2022 19:06,FALSE,0,1,0,Axis,Delhi,India,FALSE
"@AxisBankSupport Dear Team Kindly look for this call done on 21/01/2022
Kindly solved this matter Dnt Harrish me .  ",30-01-2022 01:50,FALSE,0,0,2,Axis,Mumbai,India,FALSE
"Guess it is the legacy of his ICICI Bank credit card days.

I was working with Big Bazaar and ICICI Bank Big Bazaar  ",30-01-2022 02:29,FALSE,0,3,0,icici,Mumbai,India,FALSE
"Guess it is the legacy of his ICICI Bank credit card days.

I was working with Big Bazaar and ICICI Bank Big Bazaar  ",30-01-2022 02:29,FALSE,0,12,0,icici,Mumbai,India,FALSE
@AxisBankSupport @AxisBankSupport   Sir I have took axis bank credit card before one week. I have tried many times  ,30-01-2022 03:53,FALSE,0,0,0,Axis,Delhi,India,FALSE
Get Your Apple Watch Series 7 with cash back of Rs.3000/- on ICICI KOTAK Debit n Credit card and SBI Credit card al  ,30-01-2022 05:32,FALSE,0,0,0,icici,Delhi,India,FALSE
Get Your Apple Watch Series 7 with cash back of Rs.3000/- on ICICI KOTAK Debit n Credit card and SBI Credit card al  ,30-01-2022 05:32,FALSE,0,0,0,SBI,Delhi,India,FALSE
@aditya_kondawar Anup Bagchi did something similar for ICICI Amazon credit card like a year back.,30-01-2022 06:41,FALSE,0,1,1,icici,Bangalore,India,FALSE
